id,postcode,latitude,longitude
6242,YO43 3LE,53.897019,-0.684431
6243,YO43 3LF,53.898482,-0.677664
6244,YO43 3LG,53.898033,-0.681089
6245,YO43 3LH,53.896838,-0.682009
6246,YO43 3LJ,53.897999,-0.679644
6247,YO43 3LL,53.904295,-0.668608
6248,YO43 3LN,53.897112,-0.658031
6249,YO43 3LP,53.893123,-0.655769
6250,YO43 3LQ,53.897217,-0.682104
6251,YO43 3LR,53.898566,-0.644097
6252,YO43 3LS,53.91606,-0.645197
6253,YO43 3LT,53.88769,-0.608008
6254,YO43 3LU,53.887218,-0.591582
6255,YO43 3LW,53.883088,-0.668399
6256,YO43 3LX,53.875328,-0.581045
6257,YO43 3LY,53.883166,-0.587854
6258,YO43 3LZ,53.865062,-0.663117
6259,YO43 3NA,53.878809,-0.598832
6260,YO43 3NB,53.863099,-0.663651
6261,YO43 3ND,53.860947,-0.676926
6262,YO43 3NE,53.864594,-0.665489
6263,YO43 3NF,53.864957,-0.665006
6264,YO43 3NG,53.86249,-0.666301
6265,YO43 3NH,53.859222,-0.670708
6266,YO43 3NJ,53.859756,-0.669384
6267,YO43 3NL,53.861098,-0.670481
6268,YO43 3NN,53.862992,-0.666133
6269,YO43 3NP,53.86016,-0.670131
6270,YO43 3NQ,53.862762,-0.656819
6271,YO43 3NR,53.867364,-0.672123
6272,YO43 3NS,53.867917,-0.674159
6273,YO43 3NT,53.865018,-0.665658
6274,YO43 3NU,53.863394,-0.66428
6275,YO43 3NW,53.860773,-0.671161
6276,YO43 3NX,53.863301,-0.656802
6277,YO43 3NY,53.862446,-0.657224
6278,YO43 3NZ,53.862813,-0.656543
6279,YO43 3PA,53.880993,-0.704445
6280,YO43 3PB,53.880792,-0.706611
6281,YO43 3PD,53.880636,-0.708031
6282,YO43 3PE,53.878473,-0.70488
6283,YO43 3PF,53.877414,-0.705985
6284,YO43 3PG,53.878026,-0.706012
6285,YO43 3PH,53.879879,-0.711158
6286,YO43 3PJ,53.880857,-0.718567
6287,YO43 3PL,53.874023,-0.706592
6288,YO43 3PN,53.874103,-0.701524
6289,YO43 3PP,53.877261,-0.688603
6290,YO43 3PQ,53.879292,-0.706734
6291,YO43 3PR,53.873603,-0.698369
6292,YO43 3PS,53.878441,-0.707855
6293,YO43 3PT,53.870881,-0.69116
6294,YO43 3PU,53.870749,-0.682118
6295,YO43 3PW,53.875444,-0.692569
6296,YO43 3PX,53.868084,-0.686023
6297,YO43 3PY,53.864054,-0.704041
6298,YO43 3PZ,53.864547,-0.715613
6299,YO43 3QA,53.854217,-0.723819
6300,YO43 3QB,53.871425,-0.70903
6301,YO43 3QD,53.877126,-0.712626
6302,YO43 3QE,53.888447,-0.706276
6303,YO43 3QF,53.882018,-0.705286
6304,YO43 3QG,53.865935,-0.660063
6305,YO43 3QH,53.86643,-0.659179
6306,YO43 3QJ,53.866153,-0.661044
6307,YO43 3QL,53.861873,-0.664922
6308,YO43 3QN,53.867533,-0.661654
6309,YO43 3QP,53.878451,-0.705348
6310,YO43 3QQ,53.865892,-0.65862
6311,YO43 3QR,53.880521,-0.705707
6312,YO43 3QS,53.864749,-0.664891
6313,YO43 3QT,53.864514,-0.665583
6314,YO43 3QW,53.865592,-0.662325
6315,YO43 3QX,53.868507,-0.680467
6316,YO43 3QY,53.864366,-0.665223
6317,YO43 3QZ,53.879585,-0.706451
6318,YO43 3RA,53.858908,-0.668331
6319,YO43 3RB,53.858453,-0.666141
6320,YO43 3RD,53.857388,-0.665004
6321,YO43 3RE,53.857503,-0.666399
6322,YO43 3RF,53.858178,-0.670544
6323,YO43 3RG,53.858251,-0.66823
6324,YO43 3RH,53.858196,-0.664932
6325,YO42 4ND,53.845034,-0.834648
6326,YO42 4NE,53.867479,-0.821782
6327,YO42 4NF,53.87037,-0.827791
6328,YO42 4NG,53.873025,-0.814393
6329,YO42 4NH,53.864443,-0.823798
6330,YO42 4NJ,53.853052,-0.846533
6331,YO42 4NL,53.848844,-0.837948
6332,YO42 4NN,53.862454,-0.817148
6333,YO42 4NP,53.843912,-0.82182
6334,YO42 4NQ,53.874499,-0.809979
6335,YO42 4NX,53.850655,-0.926256
6336,YO42 4NY,53.850768,-0.925781
6337,YO42 4NZ,53.850241,-0.924312
6338,YO42 4PA,53.850151,-0.920379
6339,YO42 4PB,53.850127,-0.929789
6340,YO42 4PD,53.850076,-0.934123
6341,YO42 4PE,53.849932,-0.931807
6342,YO42 4PF,53.84155,-0.917515
6343,YO42 4PG,53.839031,-0.927215
6344,YO42 4PH,53.844423,-0.907036
6345,YO42 4PJ,53.847943,-0.90854
6346,YO42 4PL,53.846042,-0.904388
6347,YO42 4PN,53.84641,-0.892583
6348,YO42 4PP,53.843424,-0.846563
6349,YO42 4PQ,53.839613,-0.931045
6350,YO42 4PR,53.849141,-0.863613
6351,YO42 4PS,53.860209,-0.870887
6352,YO42 4PT,53.871041,-0.885164
6353,YO42 4PU,53.863886,-0.90145
6354,YO42 4PW,53.840673,-0.884558
6355,YO42 4PX,53.864941,-0.896952
6356,YO42 4PY,53.84971,-0.92337
6357,YO42 4QD,53.887665,-0.854079
6358,YO42 4QE,53.888005,-0.860422
6359,YO42 4QF,53.885555,-0.869503
6360,YO42 4QG,53.888849,-0.866128
6361,YO42 4QH,53.89032,-0.868545
6362,YO42 4QJ,53.887195,-0.855605
6363,YO42 4QL,53.886762,-0.853632
6364,YO43 3RQ,53.858739,-0.666539
6366,YO43 3WD,53.864168,-0.666004
6371,YO43 3YA,53.868059,-0.666778
6372,YO43 4AA,53.836445,-0.767565
6373,YO43 4AB,53.836992,-0.767221
6374,YO43 4AD,53.838522,-0.766698
6375,YO43 4AE,53.839271,-0.764381
6376,YO43 4AF,53.839462,-0.761974
6377,YO43 4AG,53.840688,-0.762143
6378,YO43 4AH,53.835941,-0.767443
6379,YO43 4AL,53.840107,-0.788848
6380,YO43 4AN,53.840446,-0.789461
6381,YO43 4AP,53.831442,-0.775795
6382,YO43 4AQ,53.842177,-0.78204
6383,YO43 4AR,53.829699,-0.772115
6384,YO43 4AS,53.83212,-0.775289
6385,YO43 4AT,53.8322,-0.776077
6386,YO43 4AU,53.828922,-0.768424
6387,YO43 4AW,53.83251,-0.778256
6388,YO43 4AY,53.832849,-0.77621
6389,YO43 4AZ,53.823014,-0.761229
6390,YO43 4BA,53.81534,-0.743304
6391,YO43 4BB,53.80931,-0.740812
6392,YO43 4BD,53.797552,-0.731985
6393,YO43 4BE,53.804146,-0.728233
6394,YO43 4BF,53.831937,-0.782938
6395,YO43 4BG,53.838388,-0.764149
6396,YO43 4BH,53.832879,-0.780054
6397,YO43 4BJ,53.836902,-0.765636
6398,YO43 4BL,53.838105,-0.768078
6399,YO43 4BN,53.83846,-0.765043
6400,YO43 4BP,53.837524,-0.764698
6401,YO43 4BQ,53.832402,-0.778804
6402,YO43 4BR,53.838493,-0.761964
6403,YO43 4BS,53.837952,-0.76284
6404,YO43 4BT,53.821145,-0.773543
6405,YO43 4BU,53.813778,-0.780927
6406,YO43 4BW,53.841227,-0.788763
6407,YO43 4BX,53.80241,-0.794498
6408,YO43 4BY,53.808643,-0.793718
6409,YO43 4BZ,53.805311,-0.786245
6410,YO43 4DA,53.795858,-0.776816
6411,YO43 4DB,53.794069,-0.779182
6412,YO43 4DD,53.787616,-0.750675
6413,YO43 4DE,53.793649,-0.768871
6414,YO43 4DF,53.795424,-0.763637
6415,YO43 4DG,53.804343,-0.757291
6416,YO43 4DH,53.834911,-0.771127
6417,YO43 4DJ,53.834898,-0.770026
6418,YO43 4DL,53.835362,-0.770605
6419,YO43 4DN,53.839413,-0.763153
6420,YO43 4DP,53.833648,-0.765626
6421,YO43 4DQ,53.81132,-0.768211
6422,YO43 4DR,53.830347,-0.765373
6423,YO43 4DS,53.831268,-0.766714
6424,YO43 4DT,53.825467,-0.769816
6425,YO42 4QP,53.887079,-0.86152
6426,YO42 4QQ,53.889943,-0.868616
6427,YO42 4QR,53.88698,-0.862451
6428,YO42 4QS,53.886496,-0.855008
6429,YO42 4QW,53.886638,-0.856678
6430,YO42 4RA,53.883782,-0.853021
6431,YO42 4RB,53.886015,-0.853371
6432,YO42 4RD,53.886136,-0.851154
6433,YO42 4RE,53.886658,-0.851116
6434,YO42 4RF,53.881282,-0.82776
6435,YO42 4RG,53.885588,-0.836304
6436,YO42 4RH,53.890075,-0.818841
6437,YO42 4RJ,53.897158,-0.817089
6438,YO42 4RL,53.904931,-0.81139
6439,YO42 4RN,53.914686,-0.809034
6440,YO42 4RP,53.917137,-0.807838
6441,YO42 4RQ,53.886159,-0.835802
6442,YO42 4RR,53.912803,-0.812141
6443,YO42 4RS,53.91129,-0.81911
6444,YO42 4RT,53.907603,-0.841074
6445,YO42 4RU,53.909486,-0.851959
6446,YO42 4RW,53.916282,-0.807756
6447,YO42 4RX,53.886906,-0.848059
6448,YO42 4RY,53.901153,-0.870642
6449,YO42 4RZ,53.897562,-0.843825
6450,YO42 4SA,53.896134,-0.840196
6451,YO42 4SB,53.886253,-0.854041
6452,YO42 4SD,53.871039,-0.930351
6453,YO42 4SL,53.886896,-0.859258
6454,YO42 4SN,53.883637,-0.871844
6455,YO42 4SP,53.876341,-0.858982
6456,YO42 4SR,53.871317,-0.852381
6457,YO42 4SS,53.874382,-0.833611
6458,YO42 4ST,53.876532,-0.842306
6459,YO42 4SU,53.881855,-0.853576
6460,YO42 4SW,53.876814,-0.890068
6461,YO42 4SX,53.891137,-0.880848
6462,YO42 4SY,53.89444,-0.893969
6463,YO42 4SZ,53.889977,-0.890701
6464,YO42 4TA,53.875439,-0.897079
6465,YO42 4TB,53.873357,-0.908016
6466,YO42 4TD,53.882913,-0.90331
6467,YO42 4TE,53.893603,-0.907786
6468,YO42 4TF,53.896803,-0.908546
6469,YO42 4TG,53.889168,-0.91839
6470,YO42 4TH,53.873812,-0.929808
6471,YO42 4TJ,53.874756,-0.92983
6472,YO42 4TL,53.874083,-0.931976
6473,YO42 4TN,53.872759,-0.930733
6474,YO42 4TP,53.871289,-0.930868
6475,YO42 4TQ,53.872521,-0.917217
6476,YO42 4TR,53.871253,-0.929911
6477,YO42 4TS,53.870689,-0.929386
6478,YO42 4TT,53.871443,-0.929291
6479,YO42 4TU,53.868377,-0.920199
6480,YO42 4TW,53.872107,-0.931958
6481,YO42 4TX,53.864473,-0.919797
6482,YO42 4TY,53.871736,-0.930865
6483,YO42 4TZ,53.873766,-0.93276
6484,YO42 4UA,53.87291,-0.929407
6493,YO43 3AA,53.864187,-0.665996
6494,YO43 3AB,53.862691,-0.664105
6495,YO43 3AD,53.861491,-0.664539
6497,YO43 3AF,53.8631,-0.664373
6498,YO43 3AG,53.863148,-0.664706
6499,YO43 3AH,53.864393,-0.665868
6500,YO43 3AJ,53.864654,-0.667533
6501,YO43 3AL,53.86472,-0.667173
6502,YO43 3AN,53.864777,-0.668205
6503,YO43 3AP,53.865147,-0.668346
6504,YO43 3AQ,53.864152,-0.665915
6506,YO43 3AS,53.864937,-0.666436
6507,YO43 3AT,53.865355,-0.666073
6508,YO43 3AU,53.865216,-0.665697
6509,YO43 3AW,53.865055,-0.668022
6510,YO43 3AX,53.865899,-0.666451
6511,YO43 3AY,53.86603,-0.667595
6512,YO43 3AZ,53.865781,-0.668037
6513,YO43 3BA,53.866609,-0.66725
6514,YO43 3BB,53.866819,-0.666757
6515,YO43 3BD,53.865453,-0.66677
6516,YO43 3BE,53.861685,-0.660959
6517,YO43 3BF,53.861078,-0.663776
6518,YO43 3BG,53.862136,-0.663545
6519,YO43 3BH,53.861185,-0.661309
6520,YO43 3BJ,53.861015,-0.662166
6521,YO43 3BL,53.859246,-0.661508
6522,YO43 3BN,53.859299,-0.662221
6523,YO43 3BP,53.857507,-0.662773
6524,YO43 3BQ,53.861886,-0.663663
6525,YO42 2ND,53.928803,-0.778019
6526,YO42 2NE,53.933676,-0.775684
6527,YO42 2NF,53.93206,-0.77505
6528,YO42 2NG,53.932837,-0.772799
6529,YO42 2NH,53.928411,-0.782959
6530,YO42 2NJ,53.928785,-0.782597
6531,YO42 2NL,53.922297,-0.789898
6532,YO42 2NQ,53.9322,-0.776428
6533,YO42 2NT,53.927553,-0.779899
6534,YO42 2NU,53.927073,-0.779624
6535,YO42 2NX,53.912449,-0.770778
6536,YO42 2NY,53.92014,-0.771329
6537,YO42 2NZ,53.926622,-0.775265
6538,YO42 2PA,53.924024,-0.776728
6539,YO42 2PB,53.92328,-0.775181
6540,YO42 2PD,53.922801,-0.778439
6541,YO42 2PE,53.923067,-0.77368
6542,YO42 2PF,53.921977,-0.776986
6543,YO42 2PG,53.922916,-0.775664
6544,YO42 2PH,53.929571,-0.777769
6545,YO42 2PJ,53.92986,-0.777928
6546,YO42 2PP,53.929649,-0.776579
6547,YO42 2PQ,53.929444,-0.778488
6548,YO42 2PR,53.931278,-0.767971
6549,YO42 2PS,53.930501,-0.769365
6550,YO42 2PT,53.929452,-0.776691
6551,YO42 2PU,53.930912,-0.770023
6552,YO42 2PW,53.92922,-0.775967
6553,YO42 2PX,53.930377,-0.777502
6554,YO42 2PY,53.929983,-0.777552
6555,YO42 2PZ,53.930367,-0.776451
6556,YO42 2QA,53.930568,-0.776758
6557,YO42 2QB,53.929808,-0.772751
6558,YO42 2QD,53.930079,-0.774693
6559,YO42 2QE,53.928654,-0.773364
6560,YO42 2QF,53.927846,-0.776083
6561,YO42 2QG,53.929652,-0.768357
6562,YO42 2QH,53.929142,-0.77801
6563,YO42 2QJ,53.929199,-0.777369
6564,YO42 2QL,53.929691,-0.778984
6565,YO42 2QN,53.929787,-0.778615
6566,YO42 2QQ,53.92844,-0.776964
6567,YO42 2QR,53.929818,-0.77997
6568,YO42 2QS,53.929753,-0.779706
6569,YO42 2QT,53.928294,-0.779497
6570,YO42 2QU,53.92936,-0.780836
6571,YO43 3BR,53.858203,-0.663868
6572,YO43 3BS,53.859172,-0.66294
6573,YO43 3BT,53.860627,-0.662863
6574,YO43 3BU,53.86068,-0.66353
6575,YO43 3BW,53.857607,-0.662001
6576,YO43 3BX,53.860759,-0.664972
6577,YO43 3BY,53.860482,-0.665179
6578,YO43 3BZ,53.860237,-0.665719
6579,YO43 3DA,53.861401,-0.666138
6580,YO43 3DB,53.859495,-0.658824
6581,YO43 3DD,53.859991,-0.65823
6582,YO43 3DE,53.861082,-0.660096
6583,YO43 3DF,53.861116,-0.659107
6584,YO43 3DG,53.862225,-0.660257
6585,YO43 3DH,53.861762,-0.657444
6586,YO43 3DJ,53.862558,-0.658635
6587,YO43 3DL,53.861314,-0.656667
6588,YO43 3DN,53.86092,-0.657509
6589,YO43 3DP,53.860775,-0.656556
6590,YO43 3DQ,53.862093,-0.657312
6591,YO43 3DR,53.860579,-0.657727
6592,YO43 3DS,53.860369,-0.658158
6593,YO43 3DT,53.861406,-0.65836
6594,YO43 3DU,53.86098,-0.655021
6595,YO43 3DW,53.861252,-0.655238
6596,YO43 3DX,53.865858,-0.671699
6597,YO43 3DY,53.863765,-0.667812
6598,YO43 3DZ,53.863063,-0.668106
6599,YO43 3EA,53.866119,-0.672802
6600,YO43 3EB,53.865411,-0.671075
6601,YO43 3ED,53.857652,-0.661285
6602,YO43 3EE,53.86655,-0.671548
6603,YO43 3EF,53.866623,-0.670816
6604,YO43 3EG,53.866672,-0.669712
6605,YO43 3EH,53.863738,-0.671812
6606,YO43 3EJ,53.862649,-0.672531
6607,YO43 3EL,53.862712,-0.670917
6608,YO43 3EN,53.864592,-0.670835
6609,YO43 3EP,53.863366,-0.674789
6610,YO43 3EQ,53.864221,-0.670763
6611,YO43 3ER,53.864186,-0.678892
6612,YO43 3ES,53.862201,-0.678148
6613,YO43 3ET,53.862425,-0.678301
6614,YO43 3EU,53.860236,-0.68357
6615,YO43 3EW,53.862679,-0.675221
6616,YO43 3EX,53.862121,-0.654779
6617,YO43 3EY,53.858997,-0.664147
6618,YO43 3EZ,53.862103,-0.680014
6619,YO43 3FB,53.86595,-0.670252
6620,YO43 3FD,53.863518,-0.665778
6621,YO43 3FE,53.863617,-0.66644
6622,YO43 3FN,53.859634,-0.656858
6623,YO43 3GA,53.866703,-0.6766
6625,YO42 2QW,53.929824,-0.779597
6626,YO42 2QX,53.931778,-0.782587
6627,YO42 2QY,53.928098,-0.779655
6628,YO42 2QZ,53.930014,-0.780604
6629,YO42 2RA,53.930263,-0.780353
6630,YO42 2RB,53.930473,-0.782411
6631,YO42 2RD,53.931118,-0.783146
6632,YO42 2RE,53.929214,-0.770971
6633,YO42 2RF,53.928939,-0.775107
6634,YO42 2RG,53.930072,-0.770428
6635,YO42 2RH,53.932062,-0.780529
6636,YO42 2RQ,53.929723,-0.769114
6637,YO42 2SQ,53.928787,-0.779345
6638,YO42 2TH,53.936439,-0.773394
6639,YO42 2UQ,53.920106,-0.776805
6641,YO42 2US,53.928472,-0.767825
6642,YO42 2UT,53.928852,-0.766352
6643,YO42 2UU,53.928318,-0.770234
6644,YO42 2UW,53.927995,-0.768662
6645,YO42 2UX,53.929291,-0.766141
6646,YO42 2UY,53.928996,-0.768114
6647,YO42 2UZ,53.927821,-0.770083
6648,YO42 2WA,53.934207,-0.766072
6649,YO42 2WD,53.93201,-0.774529
6650,YO42 2WF,53.922727,-0.769449
6654,YO42 2XA,53.932418,-0.776604
6655,YO42 2XB,53.93242,-0.78751
6656,YO42 2XD,53.93186,-0.786262
6657,YO42 2XE,53.93319,-0.790702
6658,YO42 2XF,53.933081,-0.788862
6659,YO42 2XG,53.932537,-0.788344
6660,YO42 2XH,53.931874,-0.790374
6661,YO42 2XJ,53.932491,-0.790494
6662,YO42 2XL,53.932147,-0.776475
6663,YO42 2XN,53.927274,-0.780775
6664,YO42 2XQ,53.931396,-0.789169
6665,YO42 2XS,53.932688,-0.779277
6666,YO42 2XT,53.928136,-0.781573
6667,YO42 2XU,53.932157,-0.780115
6668,YO42 2XX,53.933594,-0.790659
6669,YO42 2XY,53.932943,-0.791195
6670,YO42 2XZ,53.934751,-0.793139
6674,YO42 2YS,53.927502,-0.781972
6675,YO42 2YT,53.926653,-0.782514
6676,YO42 2YU,53.926769,-0.780592
6677,YO42 2YX,53.927919,-0.780619
6678,YO42 2YZ,53.926831,-0.781474
6680,YO42 4DA,53.925171,-0.832303
6681,YO42 4DB,53.923794,-0.856486
6682,YO42 4DD,53.918328,-0.861081
6683,YO42 4DE,53.939982,-0.840369
6684,YO42 4DF,53.936293,-0.829875
6685,YO42 4DG,53.943129,-0.824001
6686,YO42 4DH,53.932235,-0.817567
6687,YO42 4DJ,53.9312,-0.816561
6688,YO42 4DL,53.930384,-0.82132
6689,YO42 4DN,53.933761,-0.817372
6690,YO42 4DQ,53.926244,-0.847502
6691,YO42 4DW,53.931565,-0.818972
6692,YO42 4DY,53.930554,-0.813
6693,YO42 4DZ,53.928635,-0.81805
6694,YO42 4EA,53.931159,-0.820659
6695,YO42 4EB,53.931047,-0.82198
6696,YO42 4ED,53.930548,-0.822458
6697,YO42 4EE,53.930758,-0.82096
6698,YO42 4EF,53.931172,-0.820926
6699,YO42 4EG,53.932818,-0.818388
6700,YO42 4EH,53.931487,-0.818251
6701,YO42 4EJ,53.931554,-0.816886
6702,YO42 4EL,53.9318,-0.815462
6703,YO42 4EN,53.931054,-0.815438
6704,YO42 4EP,53.931003,-0.81387
6705,YO42 4EQ,53.93173,-0.817961
6706,YO42 4ER,53.931414,-0.812686
6707,YO42 4ES,53.930981,-0.814389
6708,YO42 4ET,53.929006,-0.816372
6709,YO42 4EU,53.929434,-0.816984
6710,YO42 4EW,53.930168,-0.814854
6711,YO42 4EX,53.930062,-0.816029
6712,YO42 4EY,53.929785,-0.818916
6713,YO42 4EZ,53.929103,-0.819894
6714,YO42 4GA,53.932964,-0.812261
6715,YO42 4GB,53.933377,-0.812234
6716,YO42 4HA,53.929866,-0.820772
6717,YO42 4HB,53.929905,-0.821875
6718,YO42 4HD,53.929778,-0.822769
6719,YO42 4HE,53.930565,-0.816898
6720,YO42 4HF,53.932882,-0.816239
6721,YO42 4HG,53.93266,-0.815979
6722,YO42 4HH,53.932148,-0.816046
6723,YO42 4HJ,53.932102,-0.81499
6724,YO42 4HL,53.931835,-0.81438
6725,YO42 1XA,53.939683,-0.698179
6726,YO42 1XB,53.947955,-0.655083
6727,YO42 1XD,53.96791,-0.698437
6728,YO42 1XE,53.955017,-0.699021
6729,YO42 1XF,53.957147,-0.720733
6730,YO42 1XG,53.94215,-0.718617
6731,YO42 1XJ,53.926248,-0.657562
6733,YO42 1XP,53.941948,-0.677586
6734,YO42 1XR,53.940421,-0.678512
6735,YO42 1XS,53.940923,-0.686555
6737,YO42 1XU,53.925928,-0.658639
6738,YO42 1XW,53.941858,-0.676751
6739,YO42 1XX,53.916701,-0.679291
6740,YO42 1XY,53.944224,-0.670399
6741,YO42 1XZ,53.970649,-0.666326
6742,YO42 1YA,53.985435,-0.655819
6743,YO42 1YB,53.986959,-0.656288
6744,YO42 1YD,53.987378,-0.655924
6745,YO42 1YE,53.987561,-0.656253
6746,YO42 1YF,53.98779,-0.656582
6747,YO42 1YG,53.985829,-0.657255
6748,YO42 1YH,53.983574,-0.656559
6749,YO42 1YJ,53.984209,-0.659482
6750,YO42 1YL,53.984273,-0.660446
6751,YO42 1YN,53.999855,-0.648773
6752,YO42 1YP,54.003168,-0.683225
6753,YO42 1YQ,53.984524,-0.657144
6754,YO42 1YR,53.999471,-0.701999
6755,YO42 1YS,53.983289,-0.671382
6756,YO42 1YT,53.975465,-0.687397
6757,YO42 1YW,53.991867,-0.669187
6759,YO42 1ZN,53.932002,-0.777241
6760,YO42 2AA,53.932002,-0.777241
6761,YO42 2AB,53.931706,-0.777371
6762,YO42 2AD,53.931692,-0.78035
6763,YO42 2AE,53.931549,-0.777784
6764,YO42 2AF,53.931293,-0.777368
6765,YO42 2AG,53.931144,-0.778599
6766,YO42 2AH,53.930902,-0.777814
6767,YO42 2AJ,53.930917,-0.777524
6768,YO42 2AL,53.931023,-0.778214
6770,YO42 2AP,53.930792,-0.778412
6771,YO42 2AQ,53.93115,-0.778362
6772,YO42 2AR,53.930298,-0.77857
6773,YO42 2AS,53.930367,-0.779162
6774,YO42 2AU,53.93044,-0.780135
6775,YO42 2AW,53.930858,-0.778752
6776,YO42 2AX,53.930919,-0.780296
6777,YO42 2AY,53.93141,-0.780076
6778,YO42 4HN,53.932677,-0.814067
6779,YO42 4HP,53.941685,-0.802537
6780,YO42 4HQ,53.932664,-0.815491
6781,YO42 4HR,53.931208,-0.828334
6782,YO42 4HS,53.932686,-0.836084
6783,YO42 4HT,53.933136,-0.840877
6784,YO42 4HU,53.930146,-0.853289
6785,YO42 4HW,53.933693,-0.812301
6786,YO42 4HX,53.931918,-0.839463
6787,YO42 4HY,53.93172,-0.84144
6788,YO42 4HZ,53.92979,-0.842523
6789,YO42 4JA,53.871162,-0.779335
6790,YO42 4JB,53.873103,-0.778366
6791,YO42 4JD,53.87445,-0.777194
6792,YO42 4JE,53.874059,-0.778703
6793,YO42 4JF,53.874181,-0.780966
6794,YO42 4JG,53.87412,-0.780093
6795,YO42 4JH,53.872163,-0.783861
6796,YO42 4JJ,53.86988,-0.796429
6797,YO42 4JL,53.883065,-0.800912
6798,YO42 4JN,53.88322,-0.80115
6799,YO42 4JP,53.88874,-0.793141
6800,YO42 4JR,53.894044,-0.801373
6801,YO42 4JS,53.896557,-0.811749
6802,YO42 4JT,53.880093,-0.80648
6803,YO42 4JU,53.932514,-0.816721
6804,YO42 4JW,53.883771,-0.800496
6805,YO42 4LA,53.863288,-0.778406
6806,YO42 4LB,53.864015,-0.768625
6807,YO42 4LD,53.867256,-0.749847
6808,YO42 4LE,53.857881,-0.746561
6809,YO42 4LF,53.8593,-0.736954
6810,YO42 4LG,53.849536,-0.745145
6811,YO42 4LH,53.876372,-0.748381
6812,YO42 4LJ,53.883673,-0.729784
6813,YO42 4LL,53.884607,-0.722857
6814,YO42 4LN,53.886939,-0.74112
6815,YO42 4LQ,53.882967,-0.762781
6816,YO42 4LS,53.862762,-0.813573
6817,YO42 4LT,53.85983,-0.81266
6818,YO42 4LU,53.864621,-0.818136
6819,YO42 4LW,53.892822,-0.73739
6820,YO42 4LX,53.865,-0.81922
6821,YO42 4LY,53.85811,-0.809213
6822,YO42 4LZ,53.856532,-0.813727
6823,YO42 4NA,53.851887,-0.822128
6824,YO42 4NB,53.846462,-0.818891
6825,YO42 2AZ,53.931141,-0.780114
6826,YO42 2BA,53.931091,-0.779576
6827,YO42 2BB,53.931493,-0.77929
6828,YO42 2BD,53.931958,-0.779124
6829,YO42 2BE,53.93251,-0.77948
6830,YO42 2BF,53.929585,-0.775923
6831,YO42 2BG,53.932346,-0.778343
6832,YO42 2BH,53.932575,-0.777903
6833,YO42 2BJ,53.93264,-0.777237
6834,YO42 2BL,53.931593,-0.778586
6835,YO42 2BN,53.93035,-0.778257
6836,YO42 2BP,53.932819,-0.776296
6837,YO42 2BQ,53.932706,-0.777586
6838,YO42 2BT,53.93268,-0.778516
6839,YO42 2BU,53.933049,-0.778544
6840,YO42 2BW,53.933278,-0.777212
6841,YO42 2BX,53.933213,-0.778774
6842,YO42 2BZ,53.933382,-0.78043
6843,YO42 2DA,53.93275,-0.782733
6844,YO42 2DB,53.932658,-0.779857
6845,YO42 2DD,53.932116,-0.779607
6846,YO42 2DE,53.932646,-0.780543
6847,YO42 2DF,53.931581,-0.780924
6848,YO42 2DG,53.931142,-0.781059
6849,YO42 2DH,53.93204,-0.781931
6850,YO42 2DJ,53.932742,-0.783799
6851,YO42 2DL,53.931804,-0.784261
6852,YO42 2DN,53.930736,-0.788092
6853,YO42 2DP,53.9321,-0.78426
6854,YO42 2DQ,53.932354,-0.781861
6855,YO42 2DR,53.933171,-0.782675
6856,YO42 2DS,53.933533,-0.781979
6857,YO42 2DT,53.933078,-0.783226
6858,YO42 2DU,53.933635,-0.783111
6859,YO42 2DW,53.931411,-0.78808
6860,YO42 2DX,53.934741,-0.784152
6861,YO42 2DY,53.93604,-0.785486
6862,YO42 2DZ,53.935695,-0.785961
6863,YO42 2EA,53.933553,-0.783891
6864,YO42 2EB,53.933643,-0.7849
6865,YO42 2ED,53.933287,-0.785459
6866,YO42 2EE,53.933764,-0.786161
6867,YO42 2EF,53.934274,-0.785065
6868,YO42 2EG,53.934594,-0.786472
6869,YO42 2EH,53.933657,-0.787093
6870,YO42 2EJ,53.933416,-0.7864
6871,YO42 2EL,53.932869,-0.78651
6872,YO42 2EN,53.932884,-0.785288
6873,YO42 2EP,53.935154,-0.785831
6874,YO42 2EQ,53.934223,-0.78749
6875,YO42 2ER,53.934778,-0.788645
6876,YO42 2ES,53.934837,-0.787425
6877,YO42 2ET,53.932327,-0.777445
6878,YO42 2EU,53.933883,-0.779205
6879,YO42 2EW,53.933075,-0.78462
6880,YO42 2EX,53.934019,-0.790084
6881,YO42 2EY,53.93459,-0.789625
6882,YO42 2EZ,53.935072,-0.791058
6883,YO42 2FB,53.931445,-0.778118
6884,YO42 2FG,53.93191,-0.785073
6885,YO42 2GA,53.92494,-0.778483
6886,YO42 2GB,53.924287,-0.778746
6887,YO42 2GD,53.927003,-0.777128
6888,YO42 2GE,53.926706,-0.777929
6889,YO42 2GF,53.926446,-0.776246
6890,YO42 2GG,53.92759,-0.777385
6891,YO42 2GH,53.925527,-0.777796
6892,YO42 2GJ,53.926326,-0.778595
6893,YO42 2GL,53.925542,-0.780156
6894,YO42 2GN,53.924945,-0.779792
6895,YO42 2GP,53.927141,-0.77653
6896,YO42 2GQ,53.925914,-0.777023
6897,YO42 2GR,53.925844,-0.773614
6898,YO42 2GS,53.924789,-0.776797
6899,YO42 2GT,53.923393,-0.779176
6900,YO42 2GU,53.924123,-0.779375
